participantId,trialId,trialOrder,responseId,status,percentComplete,description,instruction,responsePrompt,answer,correctAnswer,responseMin,responseMax,startTime,endTime,duration,configHash
"2033c860-b467-42e3-ab2e-19ca44e65b0a","Post Study Survey","16","q2","rejected","100.00","undefined","undefined","Which condition did you find the least effective?","Just Text Description","undefined","undefined","undefined","2024-07-31T04:20:20.265Z","2024-07-31T04:23:37.201Z","196936","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"2033c860-b467-42e3-ab2e-19ca44e65b0a","Post Study Survey","16","q3","rejected","100.00","undefined","undefined","If you were to receive information in the future, which format would you prefer?","Just Visualization","undefined","undefined","undefined","2024-07-31T04:20:20.265Z","2024-07-31T04:23:37.201Z","196936","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"2033c860-b467-42e3-ab2e-19ca44e65b0a","Post Study Survey","16","q4","rejected","100.00","undefined","undefined","Did you find UpSet plots easy to read?","5","undefined","undefined","undefined","2024-07-31T04:20:20.265Z","2024-07-31T04:23:37.201Z","196936","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"2033c860-b467-42e3-ab2e-19ca44e65b0a","Post Study Survey","16","q5","rejected","100.00","undefined","undefined","Did you find the text descriptions easy to read?","1","undefined","undefined","undefined","2024-07-31T04:20:20.265Z","2024-07-31T04:23:37.201Z","196936","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"2033c860-b467-42e3-ab2e-19ca44e65b0a","Post Study Survey","16","q6","rejected","100.00","undefined","undefined","Did you find the text description too short or too long?","2","undefined","undefined","undefined","2024-07-31T04:20:20.265Z","2024-07-31T04:23:37.201Z","196936","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"2033c860-b467-42e3-ab2e-19ca44e65b0a","Post Study Survey","16","q7","rejected","100.00","undefined","undefined","Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?","I dont know if this falls in the ""text description"", but a table or list would be much helpful. For example, the list of all intersections sorted by size, and the list of all sets sorted by size. These two lists alone are I think, enough for answering all the questions.","undefined","undefined","undefined","2024-07-31T04:20:20.265Z","2024-07-31T04:23:37.201Z","196936","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"2033c860-b467-42e3-ab2e-19ca44e65b0a","Post Study Survey","16","q8","rejected","100.00","undefined","undefined","How experienced are you with Data Visualization?","5","undefined","undefined","undefined","2024-07-31T04:20:20.265Z","2024-07-31T04:23:37.201Z","196936","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"2033c860-b467-42e3-ab2e-19ca44e65b0a","Post Study Survey","16","q9","rejected","100.00","undefined","undefined","Do you have any other comments?","Some small suggestions:
1. On page 2 (Upset-Alttext-User-Survey/2), there is typo: ""an can contains 2-3 sets, like ...).
2. You ask the questions on the left and show the visualizations/caption on the right. Shouldn't it be opposite? I start from the left and see the questions first, without any idea on what the question is. 
3. In page 3, the Romance column is highlighted, but I dont know why it is highlighted. 
4. In many questions, it feels like there should be only 1 answer, but you give me check boxes instead of radio buttons. For example, in page 4 ""What is the largest intersection?"", there should be radio buttons of all intersections. But I see 5 sets and empty intersection. Is selecting ""Adventure"" and ""Empty Intersection (no sets)"" a valid answer?
5. I don't understand the training about no set intersections. On page 4, you say that the largest intersection is Just Adventure (233), but the correct answer for the largest intersection is ""Empty"". Did you mean the largest 5 NON-EMPTY intersections are Just Adventure (233) ....? A little more clarification might help. 
6. There can be speed/confidence bias as the number of trials passes. I dont know if you did this or not, but shuffling the trials might be important to get accurace confidence metrices from the participants. For example, for some participants, show them the visualization only question first, then the text only question, and the both questions.","undefined","undefined","undefined","2024-07-31T04:20:20.265Z","2024-07-31T04:23:37.201Z","196936","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
"295260dc-1802-43c5-a905-398253248798","Consent","1","id","rejected","41.18","undefined","undefined","Please enter your Prolific ID","test","undefined","undefined","undefined","2024-08-14T21:21:00.475Z","2024-08-14T21:21:06.851Z","6376","77caca98fb0227c12c5e3cf1c0c50d0fe0114a9d1132e441e4e281cc92353a09"
"295260dc-1802-43c5-a905-398253248798","Consent","1","consent","rejected","41.18","undefined","undefined","Do you consent to the study and wish to continue?","yes","undefined","undefined","undefined","2024-08-14T21:21:00.475Z","2024-08-14T21:21:06.851Z","6376","77caca98fb0227c12c5e3cf1c0c50d0fe0114a9d1132e441e4e281cc92353a09"
"295260dc-1802-43c5-a905-398253248798","Training 1","3","1","rejected","41.18","undefined","Please answer the following questions:","What is the largest set?","Action","Action","undefined","undefined","2024-08-14T21:21:13.721Z","2024-08-14T21:21:31.476Z","17755","77caca98fb0227c12c5e3cf1c0c50d0fe0114a9d1132e441e4e281cc92353a09"
"295260dc-1802-43c5-a905-398253248798","Training 1","3","2","rejected","41.18","undefined","Please answer the following questions:","What is the largest intersection?","Empty Intersection (no sets)","Empty Intersection (no sets)","undefined","undefined","2024-08-14T21:21:13.721Z","2024-08-14T21:21:31.476Z","17755","77caca98fb0227c12c5e3cf1c0c50d0fe0114a9d1132e441e4e281cc92353a09"
"295260dc-1802-43c5-a905-398253248798","Training 1","3","3","rejected","41.18","undefined","Please answer the following questions:","How many sets make up the largest intersection?","It is the empty intersection (no sets)","It is the empty intersection (no sets)","undefined","undefined","2024-08-14T21:21:13.721Z","2024-08-14T21:21:31.476Z","17755","77caca98fb0227c12c5e3cf1c0c50d0fe0114a9d1132e441e4e281cc92353a09"
"295260dc-1802-43c5-a905-398253248798","Training 2","4","1","rejected","41.18","undefined","Please answer the following questions:","What is the largest set?","Adventure","Adventure","undefined","undefined","2024-08-14T21:21:31.489Z","2024-08-14T21:21:46.111Z","14622","77caca98fb0227c12c5e3cf1c0c50d0fe0114a9d1132e441e4e281cc92353a09"
"295260dc-1802-43c5-a905-398253248798","Training 2","4","2","rejected","41.18","undefined","Please answer the following questions:","What is the largest intersection?","Adventure","Adventure","undefined","undefined","2024-08-14T21:21:31.489Z","2024-08-14T21:21:46.111Z","14622","77caca98fb0227c12c5e3cf1c0c50d0fe0114a9d1132e441e4e281cc92353a09"
"295260dc-1802-43c5-a905-398253248798","Training 2","4","3","rejected","41.18","undefined","Please answer the following questions:","How many sets make up the largest intersection?","It is only of a single set","It is only of a single set","undefined","undefined","2024-08-14T21:21:31.489Z","2024-08-14T21:21:46.111Z","14622","77caca98fb0227c12c5e3cf1c0c50d0fe0114a9d1132e441e4e281cc92353a09"
"295260dc-1802-43c5-a905-398253248798","Training 3","5","1","rejected","41.18","undefined","Please answer the following questions:","What is the largest set?","Drama","Drama","undefined","undefined","2024-08-14T21:21:46.119Z","2024-08-14T21:21:57.826Z","11707","77caca98fb0227c12c5e3cf1c0c50d0fe0114a9d1132e441e4e281cc92353a09"
"295260dc-1802-43c5-a905-398253248798","Training 3","5","2","rejected","41.18","undefined","Please answer the following questions:","What is the largest intersection?","Drama","Drama","undefined","undefined","2024-08-14T21:21:46.119Z","2024-08-14T21:21:57.826Z","11707","77caca98fb0227c12c5e3cf1c0c50d0fe0114a9d1132e441e4e281cc92353a09"
"295260dc-1802-43c5-a905-398253248798","Training 3","5","3","rejected","41.18","undefined","Please answer the following questions:","How many sets make up the largest intersection?","It is only of a single set","It is only of a single set","undefined","undefined","2024-08-14T21:21:46.119Z","2024-08-14T21:21:57.826Z","11707","77caca98fb0227c12c5e3cf1c0c50d0fe0114a9d1132e441e4e281cc92353a09"
"38dad450-a303-4a67-9e79-b5387d898538","Consent","1","id","rejected","100.00","undefined","undefined","Your Prolific ID","Sayef Azad Sakin","undefined","undefined","undefined","2024-07-31T16:58:13.171Z","2024-07-31T16:59:20.635Z","67464","ecdced17dc1fd86b8b83f4914646d257990133f94230749d2417f2136be6214d"
