participantId,trialId,trialOrder,responseId,status,percentComplete,description,responsePrompt,answer,correctAnswer,responseMin,responseMax,startTime,endTime,duration,dataset
2033c860-b467-42e3-ab2e-19ca44e65b0a,Training 3,5,3,completed,100.0,undefined,How many sets make up the largest intersection?,Independent set,It is only of a single set.,undefined,undefined,2024-07-31T04:01:08.993Z,2024-07-31T04:01:40.418Z,31425,Movie Genres
2033c860-b467-42e3-ab2e-19ca44e65b0a,Covid-Text-Q1,7,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,6,undefined,0,100,2024-07-31T04:01:44.092Z,2024-07-31T04:13:04.386Z,680294,Covid Symptoms
2033c860-b467-42e3-ab2e-19ca44e65b0a,Covid-Text-Q1,7,voq2,completed,100.0,Content: Text Only,What is the largest set?,Fatigue,undefined,undefined,undefined,2024-07-31T04:01:44.092Z,2024-07-31T04:13:04.386Z,680294,Covid Symptoms
2033c860-b467-42e3-ab2e-19ca44e65b0a,Covid-Text-Q1,7,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,Empty Intersection,undefined,undefined,undefined,2024-07-31T04:01:44.092Z,2024-07-31T04:13:04.386Z,680294,Covid Symptoms
2033c860-b467-42e3-ab2e-19ca44e65b0a,Covid-Text-Q1,7,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,281,undefined,0,1000000000,2024-07-31T04:01:44.092Z,2024-07-31T04:13:04.386Z,680294,Covid Symptoms
2033c860-b467-42e3-ab2e-19ca44e65b0a,Covid-Text-Q1,7,voq5,completed,100.0,Content: Text Only,How many sets make up the largest intersection?,Low set,undefined,undefined,undefined,2024-07-31T04:01:44.092Z,2024-07-31T04:13:04.386Z,680294,Covid Symptoms
2033c860-b467-42e3-ab2e-19ca44e65b0a,Covid-Text-Q1,7,voq6,completed,100.0,Content: Text Only,How similar are the set sizes?,Diverging a lot,undefined,undefined,undefined,2024-07-31T04:01:44.092Z,2024-07-31T04:13:04.386Z,680294,Covid Symptoms
2033c860-b467-42e3-ab2e-19ca44e65b0a,Covid-Text-Q1,7,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,1,undefined,undefined,undefined,2024-07-31T04:01:44.092Z,2024-07-31T04:13:04.386Z,680294,Covid Symptoms
2033c860-b467-42e3-ab2e-19ca44e65b0a,Covid-Text-Q1,7,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,1,undefined,undefined,undefined,2024-07-31T04:01:44.092Z,2024-07-31T04:13:04.386Z,680294,Covid Symptoms
2033c860-b467-42e3-ab2e-19ca44e65b0a,Covid-Text-Q2,8,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,4,undefined,undefined,undefined,2024-07-31T04:13:04.413Z,2024-07-31T04:13:29.390Z,24977,Covid Symptoms
2033c860-b467-42e3-ab2e-19ca44e65b0a,Covid-Text-Q2,8,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,4,undefined,undefined,undefined,2024-07-31T04:13:04.413Z,2024-07-31T04:13:29.390Z,24977,Covid Symptoms
2033c860-b467-42e3-ab2e-19ca44e65b0a,Covid-Text-Q2,8,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,1,undefined,undefined,undefined,2024-07-31T04:13:04.413Z,2024-07-31T04:13:29.390Z,24977,Covid Symptoms
2033c860-b467-42e3-ab2e-19ca44e65b0a,Covid-Text-Q3,9,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,"I am not sure if this description is complete, meaning you cannot create the complete visualization just from this description. Also, it is very hard to tell the size of empty intersection from just the set sizes and top 5 intersection sizes.",undefined,undefined,undefined,2024-07-31T04:13:29.411Z,2024-07-31T04:14:46.812Z,77401,Covid Symptoms
2033c860-b467-42e3-ab2e-19ca44e65b0a,Tennis-Both-Q1,10,voq1,completed,100.0,Content: Text and Visual,How many sets are there?,4,undefined,0,100,2024-07-31T04:14:46.836Z,2024-07-31T04:15:53.089Z,66253,Tennis Grand Slam Winners
2033c860-b467-42e3-ab2e-19ca44e65b0a,Tennis-Both-Q1,10,voq2,completed,100.0,Content: Text and Visual,What is the largest set?,Australian,undefined,undefined,undefined,2024-07-31T04:14:46.836Z,2024-07-31T04:15:53.089Z,66253,Tennis Grand Slam Winners
2033c860-b467-42e3-ab2e-19ca44e65b0a,Tennis-Both-Q1,10,voq3,completed,100.0,Content: Text and Visual,What is the largest intersection?,French Open,undefined,undefined,undefined,2024-07-31T04:14:46.836Z,2024-07-31T04:15:53.089Z,66253,Tennis Grand Slam Winners
2033c860-b467-42e3-ab2e-19ca44e65b0a,Tennis-Both-Q1,10,voq4,completed,100.0,Content: Text and Visual,How large is the largest intersection?,23,undefined,0,1000000000,2024-07-31T04:14:46.836Z,2024-07-31T04:15:53.089Z,66253,Tennis Grand Slam Winners
2033c860-b467-42e3-ab2e-19ca44e65b0a,Tennis-Both-Q1,10,voq5,completed,100.0,Content: Text and Visual,How many sets make up the largest intersection?,Independent set,undefined,undefined,undefined,2024-07-31T04:14:46.836Z,2024-07-31T04:15:53.089Z,66253,Tennis Grand Slam Winners
2033c860-b467-42e3-ab2e-19ca44e65b0a,Tennis-Both-Q1,10,voq6,completed,100.0,Content: Text and Visual,How similar are the set sizes?,Identical,undefined,undefined,undefined,2024-07-31T04:14:46.836Z,2024-07-31T04:15:53.089Z,66253,Tennis Grand Slam Winners
2033c860-b467-42e3-ab2e-19ca44e65b0a,Tennis-Both-Q1,10,voq7,completed,100.0,Content: Text and Visual,Is the largest set present in the largest intersection?,2,undefined,undefined,undefined,2024-07-31T04:14:46.836Z,2024-07-31T04:15:53.089Z,66253,Tennis Grand Slam Winners
2033c860-b467-42e3-ab2e-19ca44e65b0a,Tennis-Both-Q1,10,voq8,completed,100.0,Content: Text and Visual,Is the all-set intersection (intersection having all the sets) present? ,1,undefined,undefined,undefined,2024-07-31T04:14:46.836Z,2024-07-31T04:15:53.089Z,66253,Tennis Grand Slam Winners
2033c860-b467-42e3-ab2e-19ca44e65b0a,Tennis-Both-Q2,11,voq1,completed,100.0,Content: Text and Visual,How confident are you in your answers?,5,undefined,undefined,undefined,2024-07-31T04:15:53.110Z,2024-07-31T04:15:59.607Z,6497,Tennis Grand Slam Winners
2033c860-b467-42e3-ab2e-19ca44e65b0a,Tennis-Both-Q2,11,voq2,completed,100.0,Content: Text and Visual,How well did you understand the information presented?,5,undefined,undefined,undefined,2024-07-31T04:15:53.110Z,2024-07-31T04:15:59.607Z,6497,Tennis Grand Slam Winners
2033c860-b467-42e3-ab2e-19ca44e65b0a,Tennis-Both-Q2,11,voq3,completed,100.0,Content: Text and Visual,How effective was the content at conveying information?,5,undefined,undefined,undefined,2024-07-31T04:15:53.110Z,2024-07-31T04:15:59.607Z,6497,Tennis Grand Slam Winners
2033c860-b467-42e3-ab2e-19ca44e65b0a,Tennis-Both-Q3,12,voq1,completed,100.0,Content: Text and Visual,What are your insights and take-aways from the plot and the description for this data?,"Well, it took like 5% of time taken than the previous task with only text description. I didn't read the description of this visualization at all.",undefined,undefined,undefined,2024-07-31T04:15:59.621Z,2024-07-31T04:16:44.547Z,44926,Tennis Grand Slam Winners
2033c860-b467-42e3-ab2e-19ca44e65b0a,Organizations-Vis-Q1,13,voq1,completed,100.0,Content: Visualization Only,How many sets are shown in the upset plot?,8,undefined,0,100,2024-07-31T04:16:44.577Z,2024-07-31T04:19:42.639Z,178062,International Organizations
2033c860-b467-42e3-ab2e-19ca44e65b0a,Organizations-Vis-Q1,13,voq2,completed,100.0,Content: Visualization Only,What is the largest set?,UPU,undefined,undefined,undefined,2024-07-31T04:16:44.577Z,2024-07-31T04:19:42.639Z,178062,International Organizations
2033c860-b467-42e3-ab2e-19ca44e65b0a,Organizations-Vis-Q1,13,voq3,completed,100.0,Content: Visualization Only,What is the largest intersection?,"Interpol,UN,UNESCO,UPU,WHO",undefined,undefined,undefined,2024-07-31T04:16:44.577Z,2024-07-31T04:19:42.639Z,178062,International Organizations
2033c860-b467-42e3-ab2e-19ca44e65b0a,Organizations-Vis-Q1,13,voq4,completed,100.0,Content: Visualization Only,How large is the largest intersection?,117,undefined,0,1000000000,2024-07-31T04:16:44.577Z,2024-07-31T04:19:42.639Z,178062,International Organizations
2033c860-b467-42e3-ab2e-19ca44e65b0a,Organizations-Vis-Q1,13,voq5,completed,100.0,Content: Visualization Only,How many sets make up the largest intersection?,Medium / High order set,undefined,undefined,undefined,2024-07-31T04:16:44.577Z,2024-07-31T04:19:42.639Z,178062,International Organizations
2033c860-b467-42e3-ab2e-19ca44e65b0a,Organizations-Vis-Q1,13,voq6,completed,100.0,Content: Visualization Only,How similar are the set sizes?,Diverging a lot,undefined,undefined,undefined,2024-07-31T04:16:44.577Z,2024-07-31T04:19:42.639Z,178062,International Organizations
2033c860-b467-42e3-ab2e-19ca44e65b0a,Organizations-Vis-Q1,13,voq7,completed,100.0,Content: Visualization Only,Is the largest set present in the largest intersection?,1,undefined,undefined,undefined,2024-07-31T04:16:44.577Z,2024-07-31T04:19:42.639Z,178062,International Organizations
2033c860-b467-42e3-ab2e-19ca44e65b0a,Organizations-Vis-Q1,13,voq8,completed,100.0,Content: Visualization Only,Is the all-set intersection (intersection having all the sets) present? ,2,undefined,undefined,undefined,2024-07-31T04:16:44.577Z,2024-07-31T04:19:42.639Z,178062,International Organizations
2033c860-b467-42e3-ab2e-19ca44e65b0a,Organizations-Vis-Q2,14,voq1,completed,100.0,Content: Visualization Only,How confident are you in your answers?,5,undefined,undefined,undefined,2024-07-31T04:19:42.661Z,2024-07-31T04:19:47.458Z,4797,International Organizations
2033c860-b467-42e3-ab2e-19ca44e65b0a,Organizations-Vis-Q2,14,voq2,completed,100.0,Content: Visualization Only,How well did you understand the information presented?,5,undefined,undefined,undefined,2024-07-31T04:19:42.661Z,2024-07-31T04:19:47.458Z,4797,International Organizations
2033c860-b467-42e3-ab2e-19ca44e65b0a,Organizations-Vis-Q2,14,voq3,completed,100.0,Content: Visualization Only,How effective was the plot at conveying information?,5,undefined,undefined,undefined,2024-07-31T04:19:42.661Z,2024-07-31T04:19:47.458Z,4797,International Organizations
2033c860-b467-42e3-ab2e-19ca44e65b0a,Organizations-Vis-Q3,15,voq1,completed,100.0,Content: Visualization Only,What are your insights and take-aways from this plot for this data?,"It is same as the previous task. I was confidently answering the questions, and the task was very easy.",undefined,undefined,undefined,2024-07-31T04:19:47.472Z,2024-07-31T04:20:20.203Z,32731,International Organizations
2033c860-b467-42e3-ab2e-19ca44e65b0a,Post Study Survey,16,q1,completed,100.0,undefined,Which presentation modality did you find most effective?,Just Visualization,undefined,undefined,undefined,2024-07-31T04:20:20.265Z,2024-07-31T04:23:37.201Z,196936,Undefined
2033c860-b467-42e3-ab2e-19ca44e65b0a,Post Study Survey,16,q2,completed,100.0,undefined,Which condition did you find the least effective?,Just Text Description,undefined,undefined,undefined,2024-07-31T04:20:20.265Z,2024-07-31T04:23:37.201Z,196936,Undefined
2033c860-b467-42e3-ab2e-19ca44e65b0a,Post Study Survey,16,q3,completed,100.0,undefined,"If you were to receive information in the future, which format would you prefer?",Just Visualization,undefined,undefined,undefined,2024-07-31T04:20:20.265Z,2024-07-31T04:23:37.201Z,196936,Undefined
2033c860-b467-42e3-ab2e-19ca44e65b0a,Post Study Survey,16,q4,completed,100.0,undefined,Did you find UpSet plots easy to read?,5,undefined,undefined,undefined,2024-07-31T04:20:20.265Z,2024-07-31T04:23:37.201Z,196936,Undefined
2033c860-b467-42e3-ab2e-19ca44e65b0a,Post Study Survey,16,q5,completed,100.0,undefined,Did you find the text descriptions easy to read?,1,undefined,undefined,undefined,2024-07-31T04:20:20.265Z,2024-07-31T04:23:37.201Z,196936,Undefined
2033c860-b467-42e3-ab2e-19ca44e65b0a,Post Study Survey,16,q6,completed,100.0,undefined,Did you find the text description too short or too long?,2,undefined,undefined,undefined,2024-07-31T04:20:20.265Z,2024-07-31T04:23:37.201Z,196936,Undefined
2033c860-b467-42e3-ab2e-19ca44e65b0a,Post Study Survey,16,q7,completed,100.0,undefined,"Please comment on the text descriptions. Did you miss anything in the text description? If yes, do you have suggestions for what should be included?","I dont know if this falls in the ""text description"", but a table or list would be much helpful. For example, the list of all intersections sorted by size, and the list of all sets sorted by size. These two lists alone are I think, enough for answering all the questions.",undefined,undefined,undefined,2024-07-31T04:20:20.265Z,2024-07-31T04:23:37.201Z,196936,Undefined
2033c860-b467-42e3-ab2e-19ca44e65b0a,Post Study Survey,16,q8,completed,100.0,undefined,How experienced are you with Data Visualization?,5,undefined,undefined,undefined,2024-07-31T04:20:20.265Z,2024-07-31T04:23:37.201Z,196936,Undefined
2033c860-b467-42e3-ab2e-19ca44e65b0a,Post Study Survey,16,q9,completed,100.0,undefined,Do you have any other comments?,"Some small suggestions:
1. On page 2 (Upset-Alttext-User-Survey/2), there is typo: ""an can contains 2-3 sets, like ...).
2. You ask the questions on the left and show the visualizations/caption on the right. Shouldn't it be opposite? I start from the left and see the questions first, without any idea on what the question is. 
3. In page 3, the Romance column is highlighted, but I dont know why it is highlighted. 
4. In many questions, it feels like there should be only 1 answer, but you give me check boxes instead of radio buttons. For example, in page 4 ""What is the largest intersection?"", there should be radio buttons of all intersections. But I see 5 sets and empty intersection. Is selecting ""Adventure"" and ""Empty Intersection (no sets)"" a valid answer?
5. I don't understand the training about no set intersections. On page 4, you say that the largest intersection is Just Adventure (233), but the correct answer for the largest intersection is ""Empty"". Did you mean the largest 5 NON-EMPTY intersections are Just Adventure (233) ....? A little more clarification might help. 
6. There can be speed/confidence bias as the number of trials passes. I dont know if you did this or not, but shuffling the trials might be important to get accurace confidence metrices from the participants. For example, for some participants, show them the visualization only question first, then the text only question, and the both questions.",undefined,undefined,undefined,2024-07-31T04:20:20.265Z,2024-07-31T04:23:37.201Z,196936,Undefined
38dad450-a303-4a67-9e79-b5387d898538,Consent,1,id,completed,100.0,undefined,Your Prolific ID,Sayef Azad Sakin,undefined,undefined,undefined,2024-07-31T16:58:13.171Z,2024-07-31T16:59:20.635Z,67464,Undefined
38dad450-a303-4a67-9e79-b5387d898538,Consent,1,consent,completed,100.0,undefined,Do you consent to the study and wish to continue?,yes,undefined,undefined,undefined,2024-07-31T16:58:13.171Z,2024-07-31T16:59:20.635Z,67464,Undefined
38dad450-a303-4a67-9e79-b5387d898538,Training 1,3,1,completed,100.0,undefined,What is the largest set?,Action,Action,undefined,undefined,2024-07-31T17:02:58.093Z,2024-07-31T17:06:22.621Z,204528,Movie Genres
38dad450-a303-4a67-9e79-b5387d898538,Training 1,3,2,completed,100.0,undefined,What is the largest intersection?,Empty Intersection,Empty Intersection (no sets),undefined,undefined,2024-07-31T17:02:58.093Z,2024-07-31T17:06:22.621Z,204528,Movie Genres
38dad450-a303-4a67-9e79-b5387d898538,Training 1,3,3,completed,100.0,undefined,How many sets make up the largest intersection?,No set,It is the empty intersection (no sets),undefined,undefined,2024-07-31T17:02:58.093Z,2024-07-31T17:06:22.621Z,204528,Movie Genres
38dad450-a303-4a67-9e79-b5387d898538,Training 2,4,1,completed,100.0,undefined,What is the largest set?,Adventure,Adventure,undefined,undefined,2024-07-31T17:06:22.648Z,2024-07-31T17:09:20.281Z,177633,Movie Genres
38dad450-a303-4a67-9e79-b5387d898538,Training 2,4,2,completed,100.0,undefined,What is the largest intersection?,Adventure,Adventure,undefined,undefined,2024-07-31T17:06:22.648Z,2024-07-31T17:09:20.281Z,177633,Movie Genres
38dad450-a303-4a67-9e79-b5387d898538,Training 2,4,3,completed,100.0,undefined,How many sets make up the largest intersection?,Independent set,It is only of a single set.,undefined,undefined,2024-07-31T17:06:22.648Z,2024-07-31T17:09:20.281Z,177633,Movie Genres
38dad450-a303-4a67-9e79-b5387d898538,Training 3,5,1,completed,100.0,undefined,What is the largest set?,Drama,Drama,undefined,undefined,2024-07-31T17:09:20.313Z,2024-07-31T17:10:26.454Z,66141,Movie Genres
38dad450-a303-4a67-9e79-b5387d898538,Training 3,5,2,completed,100.0,undefined,What is the largest intersection?,Drama,Drama,undefined,undefined,2024-07-31T17:09:20.313Z,2024-07-31T17:10:26.454Z,66141,Movie Genres
38dad450-a303-4a67-9e79-b5387d898538,Training 3,5,3,completed,100.0,undefined,How many sets make up the largest intersection?,Independent set,It is only of a single set.,undefined,undefined,2024-07-31T17:09:20.313Z,2024-07-31T17:10:26.454Z,66141,Movie Genres
38dad450-a303-4a67-9e79-b5387d898538,Covid-Text-Q1,7,voq1,completed,100.0,Content: Text Only,How many sets are shown in the description?,6,undefined,0,100,2024-07-31T17:10:28.979Z,2024-07-31T17:13:32.772Z,183793,Covid Symptoms
38dad450-a303-4a67-9e79-b5387d898538,Covid-Text-Q1,7,voq2,completed,100.0,Content: Text Only,What is the largest set?,Fatigue,undefined,undefined,undefined,2024-07-31T17:10:28.979Z,2024-07-31T17:13:32.772Z,183793,Covid Symptoms
38dad450-a303-4a67-9e79-b5387d898538,Covid-Text-Q1,7,voq3,completed,100.0,Content: Text Only,What is the largest intersection?,"Anosmia,Fatigue",undefined,undefined,undefined,2024-07-31T17:10:28.979Z,2024-07-31T17:13:32.772Z,183793,Covid Symptoms
38dad450-a303-4a67-9e79-b5387d898538,Covid-Text-Q1,7,voq4,completed,100.0,Content: Text Only,How large is the largest intersection?,281,undefined,0,1000000000,2024-07-31T17:10:28.979Z,2024-07-31T17:13:32.772Z,183793,Covid Symptoms
38dad450-a303-4a67-9e79-b5387d898538,Covid-Text-Q1,7,voq5,completed,100.0,Content: Text Only,How many sets make up the largest intersection?,Low set,undefined,undefined,undefined,2024-07-31T17:10:28.979Z,2024-07-31T17:13:32.772Z,183793,Covid Symptoms
38dad450-a303-4a67-9e79-b5387d898538,Covid-Text-Q1,7,voq6,completed,100.0,Content: Text Only,How similar are the set sizes?,Diverging a lot,undefined,undefined,undefined,2024-07-31T17:10:28.979Z,2024-07-31T17:13:32.772Z,183793,Covid Symptoms
38dad450-a303-4a67-9e79-b5387d898538,Covid-Text-Q1,7,voq7,completed,100.0,Content: Text Only,Is the largest set present in the largest intersection?,1,undefined,undefined,undefined,2024-07-31T17:10:28.979Z,2024-07-31T17:13:32.772Z,183793,Covid Symptoms
38dad450-a303-4a67-9e79-b5387d898538,Covid-Text-Q1,7,voq8,completed,100.0,Content: Text Only,Is the all-set intersection (intersection having all the sets) present? ,2,undefined,undefined,undefined,2024-07-31T17:10:28.979Z,2024-07-31T17:13:32.772Z,183793,Covid Symptoms
38dad450-a303-4a67-9e79-b5387d898538,Covid-Text-Q2,8,voq1,completed,100.0,Content: Text Only,How confident are you in your answers?,5,undefined,undefined,undefined,2024-07-31T17:13:32.800Z,2024-07-31T17:13:59.217Z,26417,Covid Symptoms
38dad450-a303-4a67-9e79-b5387d898538,Covid-Text-Q2,8,voq2,completed,100.0,Content: Text Only,How well did you understand the information presented?,5,undefined,undefined,undefined,2024-07-31T17:13:32.800Z,2024-07-31T17:13:59.217Z,26417,Covid Symptoms
38dad450-a303-4a67-9e79-b5387d898538,Covid-Text-Q2,8,voq3,completed,100.0,Content: Text Only,How effective was the description of the data at conveying information?,4,undefined,undefined,undefined,2024-07-31T17:13:32.800Z,2024-07-31T17:13:59.217Z,26417,Covid Symptoms
38dad450-a303-4a67-9e79-b5387d898538,Covid-Text-Q3,9,voq1,completed,100.0,Content: Text Only,What are your insights and take-aways from the description of this data?,It seems easy to follow along with the numbers and titles; putting the description in a separate section with the title helps a lot.,undefined,undefined,undefined,2024-07-31T17:13:59.228Z,2024-07-31T17:14:59.913Z,60685,Covid Symptoms
38dad450-a303-4a67-9e79-b5387d898538,Organizations-Both-Q1,10,voq1,completed,100.0,Content: Text and Visual,How many sets are there?,8,undefined,0,100,2024-07-31T17:14:59.960Z,2024-07-31T17:16:11.972Z,72012,International Organizations
38dad450-a303-4a67-9e79-b5387d898538,Organizations-Both-Q1,10,voq2,completed,100.0,Content: Text and Visual,What is the largest set?,UPU,undefined,undefined,undefined,2024-07-31T17:14:59.960Z,2024-07-31T17:16:11.972Z,72012,International Organizations
38dad450-a303-4a67-9e79-b5387d898538,Organizations-Both-Q1,10,voq3,completed,100.0,Content: Text and Visual,What is the largest intersection?,"Interpol,UN,UNESCO,UPU,WHO",undefined,undefined,undefined,2024-07-31T17:14:59.960Z,2024-07-31T17:16:11.972Z,72012,International Organizations
38dad450-a303-4a67-9e79-b5387d898538,Organizations-Both-Q1,10,voq4,completed,100.0,Content: Text and Visual,How large is the largest intersection?,117,undefined,0,1000000000,2024-07-31T17:14:59.960Z,2024-07-31T17:16:11.972Z,72012,International Organizations
38dad450-a303-4a67-9e79-b5387d898538,Organizations-Both-Q1,10,voq5,completed,100.0,Content: Text and Visual,How many sets make up the largest intersection?,Medium / High order set,undefined,undefined,undefined,2024-07-31T17:14:59.960Z,2024-07-31T17:16:11.972Z,72012,International Organizations
38dad450-a303-4a67-9e79-b5387d898538,Organizations-Both-Q1,10,voq6,completed,100.0,Content: Text and Visual,How similar are the set sizes?,Diverging a lot,undefined,undefined,undefined,2024-07-31T17:14:59.960Z,2024-07-31T17:16:11.972Z,72012,International Organizations
38dad450-a303-4a67-9e79-b5387d898538,Organizations-Both-Q1,10,voq7,completed,100.0,Content: Text and Visual,Is the largest set present in the largest intersection?,1,undefined,undefined,undefined,2024-07-31T17:14:59.960Z,2024-07-31T17:16:11.972Z,72012,International Organizations
38dad450-a303-4a67-9e79-b5387d898538,Organizations-Both-Q1,10,voq8,completed,100.0,Content: Text and Visual,Is the all-set intersection (intersection having all the sets) present? ,2,undefined,undefined,undefined,2024-07-31T17:14:59.960Z,2024-07-31T17:16:11.972Z,72012,International Organizations
38dad450-a303-4a67-9e79-b5387d898538,Organizations-Both-Q2,11,voq1,completed,100.0,Content: Text and Visual,How confident are you in your answers?,5,undefined,undefined,undefined,2024-07-31T17:16:11.999Z,2024-07-31T17:16:20.342Z,8343,International Organizations
38dad450-a303-4a67-9e79-b5387d898538,Organizations-Both-Q2,11,voq2,completed,100.0,Content: Text and Visual,How well did you understand the information presented?,5,undefined,undefined,undefined,2024-07-31T17:16:11.999Z,2024-07-31T17:16:20.342Z,8343,International Organizations
38dad450-a303-4a67-9e79-b5387d898538,Organizations-Both-Q2,11,voq3,completed,100.0,Content: Text and Visual,How effective was the content at conveying information?,5,undefined,undefined,undefined,2024-07-31T17:16:11.999Z,2024-07-31T17:16:20.342Z,8343,International Organizations
38dad450-a303-4a67-9e79-b5387d898538,Organizations-Both-Q3,12,voq1,completed,100.0,Content: Text and Visual,What are your insights and take-aways from the plot and the description for this data?,"To answer this, I mostly used the charts on the left. I barely look at the description on the right.",undefined,undefined,undefined,2024-07-31T17:16:20.354Z,2024-07-31T17:17:00.858Z,40504,International Organizations
38dad450-a303-4a67-9e79-b5387d898538,Tennis-Vis-Q1,13,voq1,completed,100.0,Content: Visualization Only,How many sets are shown in the upset plot?,4,undefined,0,100,2024-07-31T17:17:00.896Z,2024-07-31T17:17:57.215Z,56319,Tennis Grand Slam Winners
38dad450-a303-4a67-9e79-b5387d898538,Tennis-Vis-Q1,13,voq2,completed,100.0,Content: Visualization Only,What is the largest set?,Australian,undefined,undefined,undefined,2024-07-31T17:17:00.896Z,2024-07-31T17:17:57.215Z,56319,Tennis Grand Slam Winners
38dad450-a303-4a67-9e79-b5387d898538,Tennis-Vis-Q1,13,voq3,completed,100.0,Content: Visualization Only,What is the largest intersection?,French Open,undefined,undefined,undefined,2024-07-31T17:17:00.896Z,2024-07-31T17:17:57.215Z,56319,Tennis Grand Slam Winners
38dad450-a303-4a67-9e79-b5387d898538,Tennis-Vis-Q1,13,voq4,completed,100.0,Content: Visualization Only,How large is the largest intersection?,23,undefined,0,1000000000,2024-07-31T17:17:00.896Z,2024-07-31T17:17:57.215Z,56319,Tennis Grand Slam Winners
38dad450-a303-4a67-9e79-b5387d898538,Tennis-Vis-Q1,13,voq5,completed,100.0,Content: Visualization Only,How many sets make up the largest intersection?,Independent set,undefined,undefined,undefined,2024-07-31T17:17:00.896Z,2024-07-31T17:17:57.215Z,56319,Tennis Grand Slam Winners
38dad450-a303-4a67-9e79-b5387d898538,Tennis-Vis-Q1,13,voq6,completed,100.0,Content: Visualization Only,How similar are the set sizes?,Diverging a lot,undefined,undefined,undefined,2024-07-31T17:17:00.896Z,2024-07-31T17:17:57.215Z,56319,Tennis Grand Slam Winners
38dad450-a303-4a67-9e79-b5387d898538,Tennis-Vis-Q1,13,voq7,completed,100.0,Content: Visualization Only,Is the largest set present in the largest intersection?,2,undefined,undefined,undefined,2024-07-31T17:17:00.896Z,2024-07-31T17:17:57.215Z,56319,Tennis Grand Slam Winners
38dad450-a303-4a67-9e79-b5387d898538,Tennis-Vis-Q1,13,voq8,completed,100.0,Content: Visualization Only,Is the all-set intersection (intersection having all the sets) present? ,1,undefined,undefined,undefined,2024-07-31T17:17:00.896Z,2024-07-31T17:17:57.215Z,56319,Tennis Grand Slam Winners
38dad450-a303-4a67-9e79-b5387d898538,Tennis-Vis-Q2,14,voq1,completed,100.0,Content: Visualization Only,How confident are you in your answers?,5,undefined,undefined,undefined,2024-07-31T17:17:57.237Z,2024-07-31T17:18:05.116Z,7879,Tennis Grand Slam Winners
